fault_id,fault_timestamp,fault_code,fault_description,fault_category,network_type,equipment_type,location,severity,customer_impact,customers_affected,service_calls_generated,resolution_timestamp,resolution_time_hours,first_time_fix,technician_type_required,estimated_revenue_impact,priority_score
F000380,2025-07-12T15:22:16.932002,700.2,Multiple customer complaints,Major,COAX,Casa C100G,Odense West,Medium,Moderate,314,5,2025-07-12T19:43:53.736740,4.36,False,General,28240.32354387247,0.41244390660967994
F000381,2025-09-24T02:10:15.050468,150.4,Multiple customer complaints,Major,FIBER,Cisco ASR9000,Aalborg East,Medium,Moderate,104,39,2025-09-24T11:34:44.596374,9.41,True,General,1731.8910034011094,0.584362444568409
F000382,2025-07-23T16:06:25.803487,815.5,Coax cable degradation,Cable Fault,COAX,Arris E6000,Silkeborg,High,Severe,4286,301,2025-07-25T01:56:54.978298,33.84,False,Specialist,95940.09145395055,0.8316995517139427
F000383,2025-07-04T11:31:33.421416,800.3,Power supply fluctuation,Major,FIBER,Juniper MX960,Horsens,Medium,Moderate,70,29,2025-07-04T22:45:48.493734,11.24,True,General,3017.079790648206,0.6857426487936289
F000384,2025-09-03T02:48:03.105658,814.2,Aerial cable fault,Cable Fault,COAX,Casa C100G,Kolding,High,Severe,1916,469,2025-09-04T05:42:17.202614,26.9,False,Specialist,130443.3403362823,0.9359930783197155
F000385,2025-07-03T18:43:31.477471,500.3,Signal level deviation,Minor,FIBER,Nokia 7750,Esbjerg South,Low,Minimal,19,3,2025-07-03T20:00:50.764490,1.29,False,General,1868.1629515475781,0.7639950506357248
F000386,2025-07-12T23:48:03.422882,400.1,Signal level deviation,Minor,FIBER,Nokia 7750,Roskilde,Low,Minimal,36,4,2025-07-13T01:34:56.964082,1.78,False,General,2877.9967282205057,0.5971970864376202
F000387,2025-09-13T04:30:46.091475,500.3,Routine maintenance alert,Minor,FIBER,Juniper MX960,Aarhus North,Low,Minimal,3,5,2025-09-13T05:31:20.785341,1.01,True,General,232.98870495804886,0.965412292560032
F000388,2025-08-29T20:17:19.860063,300.5,Routine maintenance alert,Minor,FIBER,Huawei MA5800,Copenhagen Central,Low,Minimal,6,5,2025-08-29T22:01:55.754780,1.74,False,General,164.42481112547506,0.369847593918896
F000389,2025-07-26T02:52:06.354103,813.1,Cable cut detected,Cable Fault,FIBER,Cisco ASR9000,Silkeborg,High,Severe,2873,490,2025-07-27T00:22:41.132950,21.51,False,Specialist,121183.78891163161,0.7207121612944689
F000390,2025-08-10T15:56:47.061231,600.1,High error rate on interface,Major,FIBER,Juniper MX960,Vejle,Medium,Moderate,225,18,2025-08-10T22:28:46.624869,6.53,True,General,7282.873779983425,0.5877471864877428
F000391,2025-07-04T09:31:50.533807,300.5,Configuration drift,Minor,FIBER,Cisco ASR9000,Copenhagen Central,Low,Minimal,46,5,2025-07-04T10:25:21.278467,0.89,True,General,3668.472151384539,0.9346461040982809
F000392,2025-07-16T12:43:53.667131,700.2,Temperature threshold exceeded,Major,FIBER,Cisco ASR9000,Aarhus North,Medium,Moderate,306,49,2025-07-16T19:11:16.240159,6.46,False,General,15626.199359619917,0.5800387031605341
F000393,2025-09-06T00:55:11.636536,400.1,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Odense West,Low,Minimal,42,5,2025-09-06T02:10:14.012625,1.25,False,General,2999.9696560334714,0.378607585514539
F000394,2025-07-23T01:29:11.700709,300.5,Routine maintenance alert,Minor,COAX,Harmonic CableOS,Horsens,Low,Minimal,8,0,2025-07-23T02:04:54.545717,0.6,False,General,673.8177005231078,0.5843111667032101
F000395,2025-09-24T23:11:21.101374,800.3,High error rate on interface,Major,FIBER,Huawei MA5800,Aarhus North,Medium,Moderate,301,26,2025-09-25T07:44:42.234883,8.56,False,General,5372.775933586766,0.41662056282481785
F000396,2025-07-28T19:00:20.121525,400.1,Signal level deviation,Minor,COAX,Arris E6000,Copenhagen Central,Low,Minimal,45,5,2025-07-28T20:30:29.401171,1.5,False,General,4487.037433703172,0.7344194682474301
F000397,2025-07-30T02:36:51.623397,300.5,Configuration drift,Minor,COAX,Harmonic CableOS,Aarhus North,Low,Minimal,5,1,2025-07-30T05:39:49.744897,3.05,True,General,128.40122735278362,0.7994425452708066
F000398,2025-07-15T21:33:42.367858,300.5,Low bandwidth utilization,Minor,COAX,Cisco cBR-8,Odense West,Low,Minimal,2,3,2025-07-16T00:22:32.071996,2.81,False,General,167.60803133414072,0.2752906150132882
F000399,2025-07-03T20:25:43.161779,500.3,Signal level deviation,Minor,FIBER,Nokia 7750,Aalborg East,Low,Minimal,19,3,2025-07-03T23:04:13.713082,2.64,False,General,1779.8577965479317,0.8314576381864481
F000400,2025-08-01T16:10:17.266257,700.2,High error rate on interface,Major,COAX,Cisco cBR-8,Roskilde,Medium,Moderate,82,49,2025-08-01T23:52:37.603008,7.71,True,General,8092.240216939793,0.7659879931003672
F000401,2025-08-30T03:39:50.619510,814.2,Underground cable damage,Cable Fault,FIBER,Huawei MA5800,Copenhagen Central,High,Severe,1791,112,2025-08-30T16:41:39.040776,13.03,False,Specialist,35169.192242808735,0.8819752893530387
F000402,2025-08-13T23:23:10.399981,200.2,Routine maintenance alert,Minor,FIBER,Nokia 7750,Esbjerg South,Low,Minimal,6,5,2025-08-14T00:22:20.296374,0.99,True,General,336.56186476667017,0.20619410111743147
F000403,2025-07-23T01:31:17.436975,815.5,Underground cable damage,Cable Fault,FIBER,Juniper MX960,Esbjerg South,High,Severe,4271,288,2025-07-24T20:49:30.229323,43.3,False,Specialist,352251.0062385364,0.7972172674331315
F000404,2025-09-08T01:15:43.996190,100.1,Routine maintenance alert,Minor,FIBER,Juniper MX960,Aarhus North,Low,Minimal,14,5,2025-09-08T02:22:29.403583,1.11,True,General,1224.5696642809576,0.8401086457153444
F000405,2025-08-15T03:16:12.385790,400.1,Routine maintenance alert,Minor,COAX,Harmonic CableOS,Silkeborg,Low,Minimal,6,5,2025-08-15T04:01:03.280455,0.75,False,General,268.2150351447326,0.9052740346616092
F000406,2025-08-24T04:43:37.205161,700.2,Power supply fluctuation,Major,COAX,Harmonic CableOS,Vejle,Medium,Moderate,212,35,2025-08-24T12:52:50.953587,8.15,False,General,2871.0404657093786,0.5616443237699891
F000407,2025-08-13T20:45:56.041657,500.3,Signal level deviation,Minor,FIBER,Cisco ASR9000,Copenhagen Central,Low,Minimal,49,2,2025-08-13T21:26:18.230067,0.67,False,General,1189.64823969267,0.415076491660632
F000408,2025-07-21T17:05:01.292268,200.2,Configuration drift,Minor,FIBER,Huawei MA5800,Esbjerg South,Low,Minimal,14,2,2025-07-21T19:20:20.633143,2.26,True,General,708.9325171178266,0.9110259360581185
F000409,2025-08-14T23:18:51.905478,815.5,Coax cable degradation,Cable Fault,COAX,Casa C100G,Vejle,High,Severe,825,75,2025-08-16T13:11:28.741023,37.88,True,Specialist,50245.71450419772,0.951535635622065
F000410,2025-09-04T01:13:27.751877,800.3,Power supply fluctuation,Major,FIBER,Nokia 7750,Aalborg East,Medium,Moderate,114,10,2025-09-04T04:42:42.442868,3.49,True,General,5436.180342288995,0.48498517677817427
F000411,2025-07-18T20:49:52.564037,100.1,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Silkeborg,Low,Minimal,19,1,2025-07-18T22:02:08.814223,1.2,True,General,1156.5493384098875,0.82302655503969
F000412,2025-08-21T10:42:55.024557,800.3,Temperature threshold exceeded,Major,COAX,Harmonic CableOS,Kolding,Medium,Moderate,60,26,2025-08-21T16:02:33.507607,5.33,False,General,4038.515807125753,0.5371874418245295
F000413,2025-09-16T07:29:03.660749,200.2,Signal level deviation,Minor,FIBER,Huawei MA5800,Esbjerg South,Low,Minimal,22,2,2025-09-16T08:35:32.357724,1.11,False,General,587.2971974237964,0.8508913197422243
F000414,2025-08-13T12:25:21.610150,812.3,Underground cable damage,Cable Fault,COAX,Casa C100G,Copenhagen Central,High,Severe,884,302,2025-08-15T09:00:02.860936,44.58,False,Specialist,78675.133293764,0.9618150267751499
F000415,2025-09-07T19:13:16.288802,500.3,Configuration drift,Minor,COAX,Cisco cBR-8,Copenhagen Central,Low,Minimal,26,1,2025-09-07T21:25:17.585346,2.2,False,General,1362.57808870185,0.7967889052375108
F000416,2025-07-15T14:55:25.554295,600.1,High error rate on interface,Major,COAX,Arris E6000,Vejle,Medium,Moderate,194,30,2025-07-15T23:50:02.119403,8.91,True,General,10407.886186236841,0.5475457506912336
F000417,2025-07-30T02:41:51.935187,150.4,Service degradation detected,Major,FIBER,Nokia 7750,Esbjerg South,Medium,Moderate,280,7,2025-07-30T10:10:31.320699,7.48,False,General,21678.963736222548,0.41526826914671117
F000418,2025-09-02T19:32:46.084855,800.3,High error rate on interface,Major,FIBER,Juniper MX960,Aarhus North,Medium,Moderate,117,16,2025-09-03T00:36:11.563261,5.06,False,General,4528.812215138425,0.7209080149672766
F000419,2025-09-20T03:51:39.462055,200.2,Configuration drift,Minor,COAX,Harmonic CableOS,Horsens,Low,Minimal,20,5,2025-09-20T05:11:33.807731,1.33,False,General,1004.7327068834637,0.2604736753592537
F000420,2025-07-10T03:41:33.309849,200.2,Signal level deviation,Minor,FIBER,Huawei MA5800,Copenhagen Central,Low,Minimal,14,5,2025-07-10T07:26:19.381942,3.75,True,General,1021.0448625133722,0.47766056272676105
F000421,2025-07-18T20:32:50.695444,900.1,Multiple customer complaints,Major,FIBER,Juniper MX960,Kolding,Medium,Moderate,144,32,2025-07-19T00:50:37.141512,4.3,False,General,9921.140910497954,0.7880781796367917
F000422,2025-07-08T05:58:53.862888,300.5,Routine maintenance alert,Minor,FIBER,Cisco ASR9000,Horsens,Low,Minimal,29,3,2025-07-08T08:55:33.750897,2.94,False,General,1023.8987009772065,0.9725079465853589
F000423,2025-07-31T03:07:48.410520,500.3,Configuration drift,Minor,FIBER,Nokia 7750,Aalborg East,Low,Minimal,2,3,2025-07-31T05:19:45.844602,2.2,True,General,131.23551806410836,0.43838363111628464
F000424,2025-09-10T05:00:06.677621,200.2,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Odense West,Low,Minimal,26,1,2025-09-10T08:22:07.562939,3.37,True,General,2215.4313679841907,0.38289751204644107
F000425,2025-09-19T01:59:50.742249,700.2,Temperature threshold exceeded,Major,FIBER,Juniper MX960,Aalborg East,Medium,Moderate,408,6,2025-09-19T12:14:08.884149,10.24,False,General,6395.909045256734,0.5329721480450389
F000426,2025-09-15T17:05:00.834351,400.1,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Vejle,Low,Minimal,6,4,2025-09-15T19:33:14.909093,2.47,False,General,376.9915627556644,0.6351380457778831
F000427,2025-07-23T12:40:15.870105,800.3,Multiple customer complaints,Major,COAX,Casa C100G,Vejle,Medium,Moderate,274,41,2025-07-23T23:57:05.099205,11.28,False,General,25751.51880654123,0.44896860203547523
F000428,2025-09-08T07:37:32.793633,200.2,Routine maintenance alert,Minor,COAX,Harmonic CableOS,Horsens,Low,Minimal,48,4,2025-09-08T11:06:11.737767,3.48,False,General,972.7160861342926,0.5331145060102781
F000429,2025-07-09T19:57:12.958253,300.5,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Vejle,Low,Minimal,12,5,2025-07-09T20:28:24.770688,0.52,False,General,455.50608079735787,0.5149817786392957
F000430,2025-07-26T21:44:37.169970,100.1,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Vejle,Low,Minimal,29,3,2025-07-26T23:11:16.896550,1.44,False,General,1859.436565678049,0.5433376422093672
F000431,2025-09-10T03:57:01.746929,100.1,Signal level deviation,Minor,COAX,Casa C100G,Copenhagen Central,Low,Minimal,33,5,2025-09-10T07:09:46.051560,3.21,False,General,646.9738923448004,0.22034944137866547
F000432,2025-08-22T10:46:04.258672,100.1,Routine maintenance alert,Minor,FIBER,Nokia 7750,Roskilde,Low,Minimal,21,4,2025-08-22T12:30:40.240013,1.74,False,General,1966.688803316414,0.9170706752126121
F000433,2025-07-14T04:52:53.862705,400.1,Routine maintenance alert,Minor,COAX,Arris E6000,Odense West,Low,Minimal,48,5,2025-07-14T06:41:16.987458,1.81,True,General,2135.670224552155,0.31983601637767656
F000434,2025-07-03T22:04:22.801620,500.3,Configuration drift,Minor,COAX,Cisco cBR-8,Silkeborg,Low,Minimal,6,0,2025-07-03T22:56:27.501328,0.87,False,General,541.5015303969502,0.5253291896321147
F000435,2025-08-10T17:31:34.746381,200.2,Routine maintenance alert,Minor,FIBER,Huawei MA5800,Aarhus North,Low,Minimal,49,5,2025-08-10T20:01:54.934038,2.51,True,General,1753.1480995515533,0.9628586279059805
F000436,2025-09-13T14:54:14.420945,500.3,Signal level deviation,Minor,FIBER,Huawei MA5800,Esbjerg South,Low,Minimal,36,4,2025-09-13T16:12:21.043026,1.3,False,General,617.1996211967532,0.2805798679148011
F000437,2025-07-01T18:46:22.816620,400.1,Signal level deviation,Minor,COAX,Casa C100G,Horsens,Low,Minimal,28,3,2025-07-01T20:08:29.549600,1.37,True,General,2163.843130379103,0.1450497169875422
F000438,2025-07-13T21:56:40.595264,200.2,Configuration drift,Minor,FIBER,Huawei MA5800,Odense West,Low,Minimal,6,2,2025-07-13T22:51:17.717542,0.91,False,General,575.4084130128151,0.20094329838298813
F000439,2025-09-28T13:12:07.901091,500.3,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Aarhus North,Low,Minimal,22,2,2025-09-28T14:42:04.869261,1.5,False,General,1944.036413897749,0.38330018939209276
F000440,2025-07-29T08:42:06.233124,100.1,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Copenhagen Central,Low,Minimal,38,1,2025-07-29T11:34:21.651178,2.87,True,General,1767.3694928612633,0.7256802328750055
F000441,2025-08-22T13:54:10.824362,200.2,Minor packet loss detected,Minor,FIBER,Juniper MX960,Silkeborg,Low,Minimal,40,1,2025-08-22T17:46:16.184530,3.87,True,General,2668.247155701563,0.8371500866969843
F000442,2025-08-25T18:15:33.500635,300.5,Signal level deviation,Minor,COAX,Harmonic CableOS,Roskilde,Low,Minimal,25,1,2025-08-25T19:02:02.395324,0.77,False,General,2420.3595573321318,0.4112732813558263
F000443,2025-08-15T03:54:06.224126,200.2,Signal level deviation,Minor,FIBER,Nokia 7750,Aarhus North,Low,Minimal,2,2,2025-08-15T06:10:01.288593,2.27,False,General,139.0456612312263,0.8231377295750164
F000444,2025-08-18T19:23:35.005140,500.3,Configuration drift,Minor,FIBER,Huawei MA5800,Roskilde,Low,Minimal,27,3,2025-08-18T21:46:08.012302,2.38,False,General,1532.0134309354185,0.8026265748546415
F000445,2025-08-20T14:37:39.040475,812.3,Cable cut detected,Cable Fault,FIBER,Nokia 7750,Esbjerg South,High,Severe,651,365,2025-08-21T13:43:39.309099,23.1,False,Specialist,38440.552673182676,0.7489554347558877
F000446,2025-08-31T20:13:13.243550,100.1,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Odense West,Low,Minimal,12,3,2025-08-31T23:07:55.306465,2.91,True,General,783.9911673892386,0.5903846144542678
F000447,2025-07-06T23:57:55.832958,800.3,High error rate on interface,Major,FIBER,Nokia 7750,Esbjerg South,Medium,Moderate,296,31,2025-07-07T02:32:23.165444,2.57,True,General,15288.992450520152,0.5672925168361796
F000448,2025-08-31T01:32:37.357730,100.1,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Roskilde,Low,Minimal,23,5,2025-08-31T02:28:45.327806,0.94,False,General,847.6315832873829,0.3068270250063758
F000449,2025-08-27T02:57:29.360787,814.2,Cable cut detected,Cable Fault,COAX,Arris E6000,Roskilde,High,Severe,794,265,2025-08-28T06:59:11.625202,28.03,False,Specialist,15987.914766535629,0.9825261931137916
F000450,2025-08-24T17:33:07.306376,100.1,Configuration drift,Minor,COAX,Casa C100G,Copenhagen Central,Low,Minimal,1,0,2025-08-24T19:19:50.865112,1.78,False,General,55.0223782852212,0.8246238241936251
F000451,2025-08-28T19:24:18.522866,812.3,Fiber break in main trunk,Cable Fault,FIBER,Cisco ASR9000,Esbjerg South,High,Severe,777,190,2025-08-30T08:53:56.883981,37.49,False,Specialist,66055.18697724004,0.984556308473635
F000452,2025-07-05T01:11:00.505198,812.3,Aerial cable fault,Cable Fault,COAX,Cisco cBR-8,Copenhagen Central,High,Severe,2433,370,2025-07-06T15:52:51.968460,38.7,True,Specialist,133515.7071980911,0.7036248614650613
F000453,2025-08-17T05:55:03.116582,200.2,Signal level deviation,Minor,COAX,Harmonic CableOS,Vejle,Low,Minimal,10,0,2025-08-17T09:27:53.922219,3.55,False,General,359.01259413271714,0.5069939139596826
F000454,2025-09-25T14:51:29.209772,600.1,Service degradation detected,Major,COAX,Arris E6000,Aalborg East,Medium,Moderate,289,40,2025-09-26T01:47:11.271689,10.93,False,General,16226.0434185519,0.6293530709351751
F000455,2025-09-03T13:27:29.416697,200.2,Configuration drift,Minor,FIBER,Nokia 7750,Copenhagen Central,Low,Minimal,27,1,2025-09-03T14:58:23.784729,1.52,True,General,2665.3323586970287,0.5572212402527433
F000456,2025-07-19T09:42:14.248103,200.2,Signal level deviation,Minor,FIBER,Huawei MA5800,Roskilde,Low,Minimal,13,5,2025-07-19T12:29:04.332649,2.78,True,General,1112.2662722395178,0.3243694078623891
F000457,2025-09-29T03:27:14.956391,300.5,Routine maintenance alert,Minor,COAX,Casa C100G,Roskilde,Low,Minimal,7,2,2025-09-29T04:20:15.546796,0.88,True,General,602.7283666135455,0.4047572153528023
F000458,2025-09-19T15:47:31.908428,500.3,Minor packet loss detected,Minor,COAX,Casa C100G,Horsens,Low,Minimal,24,2,2025-09-19T18:14:50.023152,2.46,False,General,301.3049111304914,0.784856400806643
F000459,2025-08-06T15:41:44.986350,600.1,Temperature threshold exceeded,Major,FIBER,Nokia 7750,Kolding,Medium,Moderate,56,16,2025-08-07T01:52:24.042211,10.18,True,General,2981.8487985072925,0.5863732718708748
F000460,2025-09-15T13:43:35.285749,100.1,Low bandwidth utilization,Minor,FIBER,Huawei MA5800,Silkeborg,Low,Minimal,20,4,2025-09-15T16:30:36.988458,2.78,True,General,1262.3083382010861,0.43998480658688555
F000461,2025-08-29T11:54:14.882237,700.2,Service degradation detected,Major,COAX,Arris E6000,Silkeborg,Medium,Moderate,276,16,2025-08-29T16:10:35.425942,4.27,True,General,10101.678587091914,0.5722665118654944
F000462,2025-08-21T23:57:36.088451,814.2,Cable cut detected,Cable Fault,FIBER,Juniper MX960,Horsens,High,Severe,4676,187,2025-08-22T20:25:57.477859,20.47,False,Specialist,251001.54170720163,0.9616695395870465
F000463,2025-08-19T04:29:23.794607,100.1,Configuration drift,Minor,FIBER,Huawei MA5800,Aarhus North,Low,Minimal,9,3,2025-08-19T07:04:07.726808,2.58,False,General,101.43917473337888,0.8287313045933558
F000464,2025-08-06T05:05:19.518210,800.3,Temperature threshold exceeded,Major,COAX,Arris E6000,Horsens,Medium,Moderate,371,31,2025-08-06T09:10:39.132650,4.09,False,General,27071.95959302477,0.6096093386099641
F000465,2025-09-03T11:33:46.008040,200.2,Minor packet loss detected,Minor,FIBER,Juniper MX960,Aarhus North,Low,Minimal,44,1,2025-09-03T15:29:24.061963,3.93,False,General,4067.916810586037,0.3158075889631286
F000466,2025-09-26T19:17:10.633551,800.3,Temperature threshold exceeded,Major,FIBER,Huawei MA5800,Copenhagen Central,Medium,Moderate,111,26,2025-09-27T06:44:58.772097,11.46,True,General,7465.488365389194,0.6092096448726738
F000467,2025-09-01T02:13:34.252760,300.5,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Aarhus North,Low,Minimal,5,5,2025-09-01T04:36:07.156508,2.38,False,General,309.91144480833145,0.11178602961106109
F000468,2025-08-25T15:42:47.189087,400.1,Minor packet loss detected,Minor,COAX,Arris E6000,Esbjerg South,Low,Minimal,27,5,2025-08-25T16:48:59.684682,1.1,False,General,1846.0083893622852,0.9264573400703312
F000469,2025-07-12T08:39:10.704123,200.2,Configuration drift,Minor,FIBER,Huawei MA5800,Vejle,Low,Minimal,35,2,2025-07-12T10:51:10.934156,2.2,False,General,2103.2378516728004,0.8160048410728992
F000470,2025-07-18T09:46:37.389925,400.1,Routine maintenance alert,Minor,FIBER,Nokia 7750,Kolding,Low,Minimal,48,2,2025-07-18T12:27:36.641071,2.68,False,General,1783.1941894572542,0.6630359931822634
F000471,2025-08-05T01:01:00.865011,813.1,Aerial cable fault,Cable Fault,FIBER,Cisco ASR9000,Roskilde,High,Severe,3093,84,2025-08-05T09:38:50.537154,8.63,False,Specialist,216691.98508765336,0.9115942039234335
F000472,2025-07-27T19:29:51.857297,700.2,Service degradation detected,Major,COAX,Cisco cBR-8,Vejle,Medium,Moderate,358,42,2025-07-28T06:12:04.469748,10.7,True,General,14489.69277176117,0.6581571679615219
F000473,2025-08-16T03:54:57.423790,700.2,Temperature threshold exceeded,Major,FIBER,Huawei MA5800,Esbjerg South,Medium,Moderate,140,32,2025-08-16T11:17:05.798927,7.37,True,General,1773.9944913739052,0.43033370681413663
F000474,2025-08-03T18:08:40.790964,900.1,Temperature threshold exceeded,Major,COAX,Casa C100G,Horsens,Medium,Moderate,276,37,2025-08-04T05:08:56.746800,11.0,False,General,12989.309831071248,0.4325025460273444
